movieId	title	genres	item_id	i_genre_c	i_title_c
541	Blade Runner (1982)	Film-Noir|Sci-Fi	474	268	361
542	Son in Law (1993)	Comedy	475	176	2609
543	So I Married an Axe Murderer (1993)	Comedy|Romance|Thriller	476	208	2589
544	Striking Distance (1993)	Action	477	1	2706
546	Super Mario Bros. (1993)	Action|Adventure|Children's|Sci-Fi	478	8	2724
547	Surviving the Game (1994)	Action|Adventure|Thriller	479	37	2734
548	Terminal Velocity (1994)	Action	480	1	2780
549	Thirty-Two Short Films About Glenn Gould (1993)	Documentary	481	234	2812
550	Threesome (1994)	Comedy|Romance	482	206	2830
551	Nightmare Before Christmas, The (1993)	Children's|Comedy|Musical	483	163	2006
552	Three Musketeers, The (1993)	Action|Adventure|Comedy	484	9	2826
553	Tombstone (1993)	Western	485	297	2863
554	Trial by Jury (1994)	Thriller	486	295	2893
555	True Romance (1993)	Action|Crime|Romance	487	61	2905
556	War Room, The (1993)	Documentary	488	234	2997
558	Pagemaster, The (1994)	Action|Adventure|Animation|Children's|Fantasy	489	4	2114
560	Beans of Egypt, Maine, The (1994)	Drama	490	238	270
561	Killer (Bulletproof Heart) (1994)	Thriller	491	295	1536
562	Welcome to the Dollhouse (1995)	Comedy|Drama	492	185	3018
563	Germinal (1993)	Drama	493	238	1108
564	Chasers (1994)	Comedy	494	176	541
565	Cronos (1992)	Horror	495	271	667
567	Kika (1993)	Drama	496	238	1535
568	Bhaji on the Beach (1993)	Comedy|Drama	497	185	320
569	Little Big League (1994)	Children's|Comedy	498	160	1638
570	Slingshot, The (Kådisbellan ) (1993)	Comedy|Drama	499	185	2573
571	Wedding Gift, The (1994)	Drama	500	238	3013
573	Ciao, Professore! (Io speriamo che me la cavo ) (1993)	Drama	501	238	565
574	Spanking the Monkey (1994)	Comedy|Drama	502	185	2627
575	Little Rascals, The (1994)	Children's|Comedy	503	160	1647
577	Andre (1994)	Adventure|Children's	504	106	145
580	Princess Caraboo (1994)	Drama	505	238	2260
581	Celluloid Closet, The (1995)	Documentary	506	234	526
583	Dear Diary (Caro Diario) (1994)	Comedy|Drama	507	185	735
585	Brady Bunch Movie, The (1995)	Comedy	508	176	427
586	Home Alone (1990)	Children's|Comedy	509	160	1329
587	Ghost (1990)	Comedy|Romance|Thriller	510	208	1117
588	Aladdin (1992)	Animation|Children's|Comedy|Musical	511	146	79
589	Terminator 2: Judgment Day (1991)	Action|Sci-Fi|Thriller	512	87	2781
590	Dances with Wolves (1990)	Adventure|Drama|Western	513	130	704
592	Batman (1989)	Action|Adventure|Crime|Drama	514	17	260
593	Silence of the Lambs, The (1991)	Drama|Thriller	515	259	2542
594	Snow White and the Seven Dwarfs (1937)	Animation|Children's|Musical	516	152	2587
595	Beauty and the Beast (1991)	Animation|Children's|Musical	517	152	278
596	Pinocchio (1940)	Animation|Children's	518	144	2192
597	Pretty Woman (1990)	Comedy|Romance	519	206	2249
598	Window to Paris (1994)	Comedy	520	176	3071
599	Wild Bunch, The (1969)	Western	521	297	3062
600	Love and a .45 (1994)	Thriller	522	295	1699
602	Great Day in Harlem, A (1994)	Documentary	523	234	1196
603	Bye Bye, Love (1995)	Comedy	524	176	486
605	One Fine Day (1996)	Drama|Romance	525	251	2076
606	Candyman: Farewell to the Flesh (1995)	Horror	526	271	498
608	Fargo (1996)	Crime|Drama|Thriller	527	224	951
609	Homeward Bound II: Lost in San Francisco (1996)	Adventure|Children's	528	106	1335
610	Heavy Metal (1981)	Action|Adventure|Animation|Horror|Sci-Fi	529	5	1285
611	Hellraiser: Bloodline (1996)	Action|Horror|Sci-Fi	530	76	1293
612	Pallbearer, The (1996)	Comedy	531	176	2119
613	Jane Eyre (1996)	Drama|Romance	532	251	1472
615	Bread and Chocolate (Pane e cioccolata) (1973)	Drama	533	238	435
616	Aristocats, The (1970)	Animation|Children's	534	144	177
617	Flower of My Secret, The (La Flor de Mi Secreto) (1995)	Drama	535	238	1011
619	Ed (1996)	Comedy	536	176	858
621	My Favorite Season (1993)	Drama	537	238	1938
627	Last Supper, The (1995)	Drama|Thriller	538	259	1598
628	Primal Fear (1996)	Drama|Thriller	539	259	2254
631	All Dogs Go to Heaven 2 (1996)	Animation|Children's|Musical	540	152	96
632	Land and Freedom (Tierra y libertad) (1995)	War	541	296	1585
633	Denise Calls Up (1995)	Comedy	542	176	757
635	Family Thing, A (1996)	Comedy|Drama	543	185	937
637	Sgt. Bilko (1996)	Comedy	544	176	2505
638	Jack and Sarah (1995)	Romance	545	287	1463
639	Girl 6 (1996)	Comedy	546	176	1130
640	Diabolique (1996)	Drama|Thriller	547	259	774
645	Nelly & Monsieur Arnaud (1995)	Drama	548	238	1975
647	Courage Under Fire (1996)	Drama|War	549	261	646
648	Mission: Impossible (1996)	Action|Adventure|Mystery	550	27	1847
649	Cold Fever (Á köldum klaka) (1994)	Comedy|Drama	551	185	606
650	Moll Flanders (1996)	Drama	552	238	1857
653	Dragonheart (1996)	Action|Adventure|Fantasy	553	23	822
656	Eddie (1996)	Comedy	554	176	861
659	Purple Noon (1960)	Crime|Thriller	555	233	2288
661	James and the Giant Peach (1996)	Animation|Children's|Musical	556	152	1471
662	Fear (1996)	Thriller	557	295	963
663	Kids in the Hall: Brain Candy (1996)	Comedy	558	176	1534
665	Underground (1995)	War	559	296	2940
667	Bloodsport 2 (1995)	Action	560	1	378
668	Pather Panchali (1955)	Drama	561	238	2141
669	Aparajito (1956)	Drama	562	238	165
670	World of Apu, The (Apur Sansar) (1959)	Drama	563	238	3100
671	Mystery Science Theater 3000: The Movie (1996)	Comedy|Sci-Fi	564	210	1954
673	Space Jam (1996)	Adventure|Animation|Children's|Comedy|Fantasy	565	98	2624
674	Barbarella (1968)	Adventure|Sci-Fi	566	138	249
678	Some Folks Call It a Sling Blade (1993)	Drama|Thriller	567	259	2599
680	Alphaville (1965)	Sci-Fi	568	291	107
681	Clean Slate (Coup de Torchon) (1981)	Crime	569	215	589
685	It's My Party (1995)	Drama	570	238	1458
688	Operation Dumbo Drop (1995)	Action|Adventure|Comedy|War	571	15	2088
691	Mrs. Winterbourne (1996)	Comedy|Romance	572	206	1898
692	Solo (1996)	Action|Sci-Fi|Thriller	573	87	2598
694	Substitute, The (1996)	Action	574	1	2713
695	True Crime (1995)	Mystery|Thriller	575	286	2901
697	Feeling Minnesota (1996)	Drama|Romance	576	251	968
700	Angus (1995)	Comedy	577	176	153
702	Faces (1968)	Drama	578	238	929
704	Quest, The (1996)	Action|Adventure	579	2	2299
705	Cosi (1996)	Comedy	580	176	643
707	Mulholland Falls (1996)	Crime|Film-Noir|Thriller	581	228	1901
708	Truth About Cats & Dogs, The (1996)	Comedy|Romance	582	206	2908
709	Oliver & Company (1988)	Animation|Children's	583	144	2058
710	Celtic Pride (1996)	Comedy	584	176	527
711	Flipper (1996)	Adventure|Children's	585	106	1008
714	Dead Man (1995)	Western	586	297	727
715	Horseman on the Roof, The (Hussard sur le toit, Le) (1995)	Drama	587	238	1346
716	Switchblade Sisters (1975)	Crime	588	215	2748
718	Visitors, The (Les Visiteurs) (1993)	Comedy|Sci-Fi	589	210	2980
719	Multiplicity (1996)	Comedy	590	176	1902
720	Wallace & Gromit: The Best of Aardman Animation (1996)	Animation	591	143	2995
722	Haunted World of Edward D. Wood Jr., The (1995)	Documentary	592	234	1266
724	Craft, The (1996)	Drama|Horror	593	243	651
725	Great White Hype, The (1996)	Comedy	594	176	1205
728	Cold Comfort Farm (1995)	Comedy	595	176	605
731	Heaven's Prisoners (1996)	Mystery|Thriller	596	286	1282
733	Rock, The (1996)	Action|Adventure|Thriller	597	37	2394
735	Cemetery Man (Dellamorte Dellamore) (1994)	Comedy|Horror	598	195	529
736	Twister (1996)	Action|Adventure|Romance|Thriller	599	31	2921
737	Barb Wire (1996)	Action|Sci-Fi	600	86	248
741	Ghost in the Shell (Kokaku kidotai) (1995)	Animation|Sci-Fi	601	158	1121
742	Thinner (1996)	Horror|Thriller	602	277	2808
743	Spy Hard (1996)	Comedy	603	176	2644
745	Close Shave, A (1995)	Animation|Comedy|Thriller	604	155	599
746	Force of Evil (1948)	Film-Noir	605	264	1033
747	Stupids, The (1996)	Comedy	606	176	2711
748	Arrival, The (1996)	Action|Sci-Fi|Thriller	607	87	183
750	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)	Sci-Fi|War	608	294	818
751	Careful (1992)	Comedy	609	176	503
753	Month by the Lake, A (1995)	Comedy|Drama	610	185	1866
754	Gold Diggers: The Secret of Bear Mountain (1995)	Adventure|Children's	611	106	1157
755	Kim (1950)	Children's|Drama	612	167	1543
759	Maya Lin: A Strong Clear Vision (1994)	Documentary	613	234	1783
760	Stalingrad (1993)	War	614	296	2650
761	Phantom, The (1996)	Adventure	615	96	2177
762	Striptease (1996)	Comedy|Crime	616	177	2708
764	Heavy (1995)	Drama|Romance	617	251	1284
765	Jack (1996)	Comedy|Drama	618	185	1461
766	I Shot Andy Warhol (1996)	Drama	619	238	1390
767	Grass Harp, The (1995)	Drama	620	238	1190
769	Marlene Dietrich: Shadow and Light (1996)	Documentary	621	234	1760
771	Vie est belle, La (Life is Rosey) (1987)	Comedy|Drama	622	185	2972
778	Trainspotting (1996)	Drama	623	238	2886
779	'Til There Was You (1997)	Drama|Romance	624	251	3
780	Independence Day (ID4) (1996)	Action|Sci-Fi|War	625	90	1425
781	Stealing Beauty (1996)	Drama	626	238	2679
782	Fan, The (1996)	Thriller	627	295	938
783	Hunchback of Notre Dame, The (1996)	Animation|Children's|Musical	628	152	1373
784	Cable Guy, The (1996)	Comedy	629	176	490
785	Kingpin (1996)	Comedy	630	176	1555
786	Eraser (1996)	Action|Thriller	631	92	888
788	Nutty Professor, The (1996)	Comedy|Fantasy|Romance|Sci-Fi	632	194	2045
798	Daylight (1996)	Action|Adventure|Thriller	633	37	720
799	Frighteners, The (1996)	Comedy|Horror	634	195	1074
800	Lone Star (1996)	Drama|Mystery	635	247	1664
801	Harriet the Spy (1996)	Children's|Comedy	636	160	1261
802	Phenomenon (1996)	Drama|Romance	637	251	2179
803	Walking and Talking (1996)	Romance	638	287	2994
804	She's the One (1996)	Comedy|Romance	639	206	2529
805	Time to Kill, A (1996)	Drama	640	238	2842
806	American Buffalo (1996)	Drama	641	238	113
807	Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)	Comedy|Romance	642	206	2350
808	Alaska (1996)	Adventure|Children's	643	106	81
809	Fled (1996)	Action|Adventure	644	2	1002
811	Bewegte Mann, Der (1994)	Comedy	645	176	316
813	Larger Than Life (1996)	Comedy	646	176	1586
818	Very Brady Sequel, A (1996)	Comedy	647	176	2968
824	Kaspar Hauser (1993)	Drama	648	238	1523
828	Adventures of Pinocchio, The (1996)	Adventure|Children's	649	106	51
829	Joe's Apartment (1996)	Comedy|Musical	650	200	1492
830	First Wives Club, The (1996)	Comedy	651	176	991
831	Stonewall (1995)	Drama	652	238	2693
832	Ransom (1996)	Drama|Thriller	653	259	2319
833	High School High (1996)	Comedy	654	176	1313
835	Foxfire (1996)	Drama	655	238	1043
836	Chain Reaction (1996)	Action|Adventure|Thriller	656	37	532
837	Matilda (1996)	Children's|Comedy	657	160	1775
838	Emma (1996)	Comedy|Drama|Romance	658	187	873
839	Crow: City of Angels, The (1996)	Action|Thriller	659	92	674
840	House Arrest (1996)	Comedy	660	176	1351
841	Eyes Without a Face (1959)	Horror	661	271	921
842	Tales from the Crypt Presents: Bordello of Blood (1996)	Horror	662	271	2755
846	Flirt (1995)	Drama	663	238	1009
848	Spitfire Grill, The (1996)	Drama	664	238	2640
849	Escape from L.A. (1996)	Action|Adventure|Sci-Fi|Thriller	665	34	891
850	Cyclo (1995)	Crime|Drama	666	216	692
851	Basquiat (1996)	Drama	667	238	257
852	Tin Cup (1996)	Comedy|Romance	668	206	2844
854	Ballad of Narayama, The (Narayama Bushiko) (1958)	Drama	669	238	235
858	Godfather, The (1972)	Action|Crime|Drama	670	57	1146
860	Maybe, Maybe Not (Bewegte Mann, Der) (1994)	Comedy	671	176	1784
861	Supercop (1992)	Action|Thriller	672	92	2725
862	Manny & Lo (1996)	Drama	673	238	1750
863	Celestial Clockwork (1994)	Comedy	674	176	524
864	Wife, The (1995)	Comedy|Drama	675	185	3059
866	Bound (1996)	Crime|Drama|Romance|Thriller	676	222	415
869	Kansas City (1996)	Crime	677	215	1519
870	Gone Fishin' (1997)	Comedy	678	176	1165
875	Nothing to Lose (1994)	Drama	679	238	2037
876	Police Story 4: Project S (Chao ji ji hua) (1993)	Action	680	1	2222
877	Girls Town (1996)	Drama	681	238	1134
879	Relic, The (1997)	Horror	682	271	2346
880	Island of Dr. Moreau, The (1996)	Sci-Fi|Thriller	683	292	1450
881	First Kid (1996)	Children's|Comedy	684	160	989
882	Trigger Effect, The (1996)	Drama|Thriller	685	259	2896
885	Bogus (1996)	Children's|Drama|Fantasy	686	168	401
886	Bulletproof (1996)	Action	687	1	474
888	Land Before Time III: The Time of the Great Giving (1995)	Animation|Children's	688	144	1583
891	Halloween: The Curse of Michael Myers (1995)	Horror|Thriller	689	277	1237
892	Twelfth Night (1996)	Comedy|Drama|Romance	690	187	2913
893	Mother Night (1996)	Drama	691	238	1879
896	Wild Reeds (1994)	Drama	692	238	3064
897	For Whom the Bell Tolls (1943)	Adventure|War	693	141	1027
898	Philadelphia Story, The (1940)	Comedy|Romance	694	206	2181
899	Singin' in the Rain (1952)	Musical|Romance	695	279	2550
900	American in Paris, An (1951)	Musical|Romance	696	279	129
901	Funny Face (1957)	Comedy|Musical	697	200	1087
902	Breakfast at Tiffany's (1961)	Drama|Romance	698	251	439
903	Vertigo (1958)	Mystery|Thriller	699	286	2966
904	Rear Window (1954)	Mystery|Thriller	700	286	2332
905	It Happened One Night (1934)	Comedy	701	176	1456
906	Gaslight (1944)	Mystery|Thriller	702	286	1098
907	Gay Divorcee, The (1934)	Comedy|Musical|Romance	703	201	1101
908	North by Northwest (1959)	Drama|Thriller	704	259	2031
909	Apartment, The (1960)	Comedy|Drama	705	185	166
910	Some Like It Hot (1959)	Comedy|Crime	706	177	2601
911	Charade (1963)	Comedy|Mystery|Romance|Thriller	707	204	537
912	Casablanca (1942)	Drama|Romance|War	708	254	510
913	Maltese Falcon, The (1941)	Film-Noir|Mystery	709	265	1731
914	My Fair Lady (1964)	Musical|Romance	710	279	1935
915	Sabrina (1954)	Comedy|Romance	711	206	2447
916	Roman Holiday (1953)	Comedy|Romance	712	206	2406
917	Little Princess, The (1939)	Children's|Drama	713	167	1646
918	Meet Me in St. Louis (1944)	Musical	714	278	1794
919	Wizard of Oz, The (1939)	Adventure|Children's|Drama|Musical	715	113	3086
920	Gone with the Wind (1939)	Drama|Romance|War	716	254	1167
921	My Favorite Year (1982)	Comedy	717	176	1939
922	Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)	Film-Noir	718	264	2722
923	Citizen Kane (1941)	Drama	719	238	572
924	2001: A Space Odyssey (1968)	Drama|Mystery|Sci-Fi|Thriller	720	249	16
925	Golden Earrings (1947)	Adventure|Romance	721	136	1161
926	All About Eve (1950)	Drama	722	238	93
927	Women, The (1939)	Comedy	723	176	3092
928	Rebecca (1940)	Romance|Thriller	724	288	2333
929	Foreign Correspondent (1940)	Thriller	725	295	1035
930	Notorious (1946)	Film-Noir|Romance|Thriller	726	267	2038
931	Spellbound (1945)	Mystery|Romance|Thriller	727	283	2636
932	Affair to Remember, An (1957)	Romance	728	287	57
933	To Catch a Thief (1955)	Comedy|Romance|Thriller	729	208	2853
934	Father of the Bride (1950)	Comedy	730	176	959
935	Band Wagon, The (1953)	Comedy|Musical	731	200	243
936	Ninotchka (1939)	Comedy|Romance	732	206	2019
937	Love in the Afternoon (1957)	Comedy|Romance	733	206	1700
938	Gigi (1958)	Musical	734	278	1127
940	Adventures of Robin Hood, The (1938)	Action|Adventure	735	2	53
941	Mark of Zorro, The (1940)	Adventure	736	96	1758
942	Laura (1944)	Crime|Film-Noir|Mystery	737	226	1601
943	Ghost and Mrs. Muir, The (1947)	Drama|Romance	738	251	1119
944	Lost Horizon (1937)	Drama	739	238	1681
945	Top Hat (1935)	Comedy|Musical|Romance	740	201	2868
946	To Be or Not to Be (1942)	Comedy|Drama|War	741	190	2852
947	My Man Godfrey (1936)	Comedy	742	176	1947
948	Giant (1956)	Drama	743	238	1126
949	East of Eden (1955)	Drama	744	238	853
950	Thin Man, The (1934)	Mystery	745	282	2802
951	His Girl Friday (1940)	Comedy	746	176	1319
952	Around the World in 80 Days (1956)	Adventure|Comedy	747	120	182
953	It's a Wonderful Life (1946)	Drama	748	238	1459
954	Mr. Smith Goes to Washington (1939)	Drama	749	238	1890
955	Bringing Up Baby (1938)	Comedy	750	176	455
956	Penny Serenade (1941)	Drama|Romance	751	251	2155
957	Scarlet Letter, The (1926)	Drama	752	238	2467
958	Lady of Burlesque (1943)	Comedy|Mystery	753	202	1578
959	Of Human Bondage (1934)	Drama	754	238	2051
960	Angel on My Shoulder (1946)	Crime|Drama	755	216	149
961	Little Lord Fauntleroy (1936)	Drama	756	238	1641
962	They Made Me a Criminal (1939)	Crime|Drama	757	216	2797
963	Inspector General, The (1949)	Musical	758	278	1438
964	Angel and the Badman (1947)	Western	759	297	148
965	39 Steps, The (1935)	Thriller	760	295	19
966	Walk in the Sun, A (1945)	Drama	761	238	2990
967	Outlaw, The (1943)	Western	762	297	2109
968	Night of the Living Dead (1968)	Horror|Sci-Fi	763	275	2002
969	African Queen, The (1951)	Action|Adventure|Romance|War	764	32	59
970	Beat the Devil (1954)	Comedy|Drama	765	185	272
971	Cat on a Hot Tin Roof (1958)	Drama	766	238	517
973	Meet John Doe (1941)	Drama	767	238	1793
974	Algiers (1938)	Drama|Romance	768	251	83
976	Farewell to Arms, A (1932)	Romance|War	769	289	950
978	Blue Angel, The (Blaue Engel, Der) (1930)	Drama	770	238	382
982	Picnic (1955)	Drama	771	238	2184
984	Pompatus of Love, The (1996)	Comedy|Drama	772	185	2228
986	Fly Away Home (1996)	Adventure|Children's	773	106	1014
987	Bliss (1997)	Drama|Romance	774	251	370
988	Grace of My Heart (1996)	Comedy|Drama	775	185	1183
990	Maximum Risk (1996)	Action|Adventure|Thriller	776	37	1782
991	Michael Collins (1996)	Drama|War	777	261	1815
994	Big Night (1996)	Drama	778	238	334
996	Last Man Standing (1996)	Action|Drama|Western	779	74	1593
997	Caught (1996)	Drama|Thriller	780	259	520
998	Set It Off (1996)	Action|Crime	781	56	2496
999	2 Days in the Valley (1996)	Crime	782	215	12
1000	Curdled (1996)	Crime	783	215	686
1002	Ed's Next Move (1996)	Comedy	784	176	860
1003	Extreme Measures (1996)	Drama|Thriller	785	259	916
1004	Glimmer Man, The (1996)	Action|Thriller	786	92	1139
1005	D3: The Mighty Ducks (1996)	Children's|Comedy	787	160	696
1006	Chamber, The (1996)	Drama	788	238	533
1007	Apple Dumpling Gang, The (1975)	Children's|Comedy|Western	789	166	171
1008	Davy Crockett, King of the Wild Frontier (1955)	Western	790	297	717
1009	Escape to Witch Mountain (1975)	Adventure|Children's|Fantasy	791	115	894
1010	Love Bug, The (1969)	Children's|Comedy	792	160	1688
1011	Herbie Rides Again (1974)	Adventure|Children's|Comedy	793	107	1301
1012	Old Yeller (1957)	Children's|Drama	794	167	2057
1013	Parent Trap, The (1961)	Children's|Drama	795	167	2131
1014	Pollyanna (1960)	Children's|Comedy|Drama	796	161	2224
1015	Homeward Bound: The Incredible Journey (1993)	Adventure|Children's	797	106	1336
1016	Shaggy Dog, The (1959)	Children's|Comedy	798	160	2515
1017	Swiss Family Robinson (1960)	Adventure|Children's	799	106	2746
1018	That Darn Cat! (1965)	Children's|Comedy|Mystery	800	164	2789
1019	20,000 Leagues Under the Sea (1954)	Adventure|Children's|Fantasy|Sci-Fi	801	116	14
1020	Cool Runnings (1993)	Comedy	802	176	638
1021	Angels in the Outfield (1994)	Children's|Comedy	803	160	152
1022	Cinderella (1950)	Animation|Children's|Musical	804	152	568
1023	Winnie the Pooh and the Blustery Day (1968)	Animation|Children's	805	144	3076
1024	Three Caballeros, The (1945)	Animation|Children's|Musical	806	152	2820
1025	Sword in the Stone, The (1963)	Animation|Children's	807	144	2749
1026	So Dear to My Heart (1949)	Children's|Drama	808	167	2588
1027	Robin Hood: Prince of Thieves (1991)	Drama	809	238	2390
1028	Mary Poppins (1964)	Children's|Comedy|Musical	810	163	1766
1029	Dumbo (1941)	Animation|Children's|Musical	811	152	843
1030	Pete's Dragon (1977)	Adventure|Animation|Children's|Musical	812	101	2169
1031	Bedknobs and Broomsticks (1971)	Adventure|Children's|Musical	813	117	281
1032	Alice in Wonderland (1951)	Animation|Children's|Musical	814	152	85
1033	Fox and the Hound, The (1981)	Animation|Children's	815	144	1042
1034	Freeway (1996)	Crime	816	215	1054
1035	Sound of Music, The (1965)	Musical	817	278	2618
1036	Die Hard (1988)	Action|Thriller	818	92	778
1037	Lawnmower Man, The (1992)	Action|Sci-Fi|Thriller	819	87	1604
1041	Secrets & Lies (1996)	Drama	820	238	2489
1042	That Thing You Do! (1996)	Comedy	821	176	2792
1043	To Gillian on Her 37th Birthday (1996)	Drama|Romance	822	251	2855
1044	Surviving Picasso (1996)	Drama	823	238	2733
1046	Beautiful Thing (1996)	Drama|Romance	824	251	277
1047	Long Kiss Goodnight, The (1996)	Action|Thriller	825	92	1667
1049	Ghost and the Darkness, The (1996)	Action|Adventure	826	2	1120
1050	Looking for Richard (1996)	Documentary|Drama	827	235	1670
1051	Trees Lounge (1996)	Drama	828	238	2890
1053	Normal Life (1996)	Crime|Drama	829	216	2028
1054	Get on the Bus (1996)	Drama	830	238	1115
1056	Jude (1996)	Drama	831	238	1498
1057	Everyone Says I Love You (1996)	Comedy|Musical|Romance	832	201	903
1058	Bitter Sugar (Azucar Amargo) (1996)	Drama	833	238	348
1059	William Shakespeare's Romeo and Juliet (1996)	Drama|Romance	834	251	3068
1060	Swingers (1996)	Comedy|Drama	835	185	2745
1061	Sleepers (1996)	Crime|Drama	836	216	2566
1063	Johns (1996)	Drama	837	238	1494
1064	Aladdin and the King of Thieves (1996)	Animation|Children's|Comedy	838	145	80
1066	Shall We Dance? (1937)	Comedy|Musical|Romance	839	201	2518
1067	Damsel in Distress, A (1937)	Comedy|Musical|Romance	840	201	700
1068	Crossfire (1947)	Crime|Film-Noir	841	225	670
1069	Murder, My Sweet (1944)	Film-Noir|Thriller	842	270	1918
1073	Willy Wonka and the Chocolate Factory (1971)	Adventure|Children's|Comedy|Fantasy	843	108	3070
1076	Innocents, The (1961)	Thriller	844	295	1434
1077	Sleeper (1973)	Comedy|Sci-Fi	845	210	2565
1078	Bananas (1971)	Comedy|War	846	213	242
1079	Fish Called Wanda, A (1988)	Comedy	847	176	992
1080	Monty Python's Life of Brian (1979)	Comedy	848	176	1868
1081	Victor/Victoria (1982)	Comedy|Musical	849	200	2971
1082	Candidate, The (1972)	Drama	850	238	495
1083	Great Race, The (1965)	Comedy|Musical	851	200	1203
1084	Bonnie and Clyde (1967)	Crime|Drama	852	216	406
1085	Old Man and the Sea, The (1958)	Adventure|Drama	853	126	2056
1086	Dial M for Murder (1954)	Mystery|Thriller	854	286	775
1087	Madame Butterfly (1995)	Musical	855	278	1716
1088	Dirty Dancing (1987)	Musical|Romance	856	279	785
1089	Reservoir Dogs (1992)	Crime|Thriller	857	233	2359
1090	Platoon (1986)	Drama|War	858	261	2200
1091	Weekend at Bernie's (1989)	Comedy	859	176	3015
1092	Basic Instinct (1992)	Mystery|Thriller	860	286	255
1093	Doors, The (1991)	Drama|Musical	861	245	805
1094	Crying Game, The (1992)	Drama|Romance|War	862	254	682
1095	Glengarry Glen Ross (1992)	Drama	863	238	1138
1096	Sophie's Choice (1982)	Drama	864	238	2615
1097	E.T. the Extra-Terrestrial (1982)	Children's|Drama|Fantasy|Sci-Fi	865	169	848
1099	Christmas Carol, A (1938)	Drama	866	238	559
1100	Days of Thunder (1990)	Action|Romance	867	82	722
1101	Top Gun (1986)	Action|Romance	868	82	2867
1103	Rebel Without a Cause (1955)	Drama	869	238	2334
1104	Streetcar Named Desire, A (1951)	Drama	870	238	2704
1105	Children of the Corn IV: The Gathering (1996)	Horror	871	271	552
1111	Microcosmos (Microcosmos: Le peuple de l'herbe) (1996)	Documentary	872	234	1817
1112	Palookaville (1996)	Action|Drama	873	64	2122
1113	Associate, The (1996)	Comedy	874	176	194
1114	Funeral, The (1996)	Drama	875	238	1084
1116	Single Girl, A (La Fille Seule) (1995)	Drama	876	238	2551
1117	Eighth Day, The (Le Huitième jour ) (1996)	Drama	877	238	868
1119	Drunks (1997)	Drama	878	238	837
1120	People vs. Larry Flynt, The (1996)	Drama	879	238	2156
1123	Perfect Candidate, A (1996)	Documentary	880	234	2159
1124	On Golden Pond (1981)	Drama	881	238	2064
1125	Return of the Pink Panther, The (1974)	Comedy	882	176	2366
1126	Drop Dead Fred (1991)	Comedy|Fantasy	883	192	831
1127	Abyss, The (1989)	Action|Adventure|Sci-Fi|Thriller	884	34	37
1128	Fog, The (1980)	Horror	885	271	1019
1129	Escape from New York (1981)	Action|Adventure|Sci-Fi|Thriller	886	34	892
1130	Howling, The (1980)	Horror	887	271	1369
1131	Jean de Florette (1986)	Drama	888	238	1478
1132	Manon of the Spring (Manon des sources) (1986)	Drama	889	238	1751
1135	Private Benjamin (1980)	Comedy	890	176	2263
1136	Monty Python and the Holy Grail (1974)	Comedy	891	176	1867
1138	Dadetown (1995)	Documentary	892	234	698
1144	Line King: Al Hirschfeld, The (1996)	Documentary	893	234	1636
1147	When We Were Kings (1996)	Documentary	894	234	3035
1148	Wrong Trousers, The (1993)	Animation|Comedy	895	154	3102
1150	Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)	Drama	896	238	2364
1151	Faust (1994)	Animation|Comedy|Thriller	897	155	962
1152	He Walked by Night (1948)	Crime|Film-Noir|Thriller	898	228	1270
1153	Raw Deal (1948)	Film-Noir	899	264	2323
1154	T-Men (1947)	Film-Noir	900	264	2750
1161	Tin Drum, The (Blechtrommel, Die) (1979)	Drama	901	238	2845
1162	Ruling Class, The (1972)	Comedy	902	176	2431
1163	Mina Tannenbaum (1994)	Drama	903	238	1835
1167	Dear God (1996)	Comedy	904	176	736
1169	American Dream (1990)	Documentary	905	234	114
1171	Bob Roberts (1992)	Comedy	906	176	394
1172	Cinema Paradiso (1988)	Comedy|Drama|Romance	907	187	569
1173	Cook the Thief His Wife & Her Lover, The (1989)	Drama	908	238	634
1175	Delicatessen (1991)	Comedy|Sci-Fi	909	210	754
1176	Double Life of Veronique, The (La Double Vie de Véronique) (1991)	Drama	910	238	810
1177	Enchanted April (1991)	Drama	911	238	876
1178	Paths of Glory (1957)	Drama|War	912	261	2142
1179	Grifters, The (1990)	Crime|Drama|Film-Noir	913	217	1212
1180	Hear My Song (1991)	Comedy	914	176	1273
1183	English Patient, The (1996)	Drama|Romance|War	915	254	885
1184	Mediterraneo (1991)	Comedy|War	916	213	1791
1185	My Left Foot (1989)	Drama	917	238	1942
1186	Sex, Lies, and Videotape (1989)	Drama	918	238	2504
1187	Passion Fish (1992)	Drama	919	238	2137
1188	Strictly Ballroom (1992)	Comedy|Romance	920	206	2705
1189	Thin Blue Line, The (1988)	Documentary	921	234	2801
1190	Tie Me Up! Tie Me Down! (1990)	Drama	922	238	2835
1191	Madonna: Truth or Dare (1991)	Documentary	923	234	1721
1192	Paris Is Burning (1990)	Documentary	924	234	2134
1193	One Flew Over the Cuckoo's Nest (1975)	Drama	925	238	2077
1194	Up in Smoke (1978)	Comedy	926	176	2951
1196	Star Wars: Episode V - The Empire Strikes Back (1980)	Action|Adventure|Drama|Sci-Fi|War	927	21	2670
1197	Princess Bride, The (1987)	Action|Adventure|Comedy|Romance	928	13	2259
